index,filename,class_id,class_name,batch_file,batch_row,md5
40,00040_5_dog.png,5,dog,data_batch_1,40,8ea1dc9a3562d239886b2d44bb1e68d4
41,00041_2_bird.png,2,bird,data_batch_1,41,ecae3c980d0a163ebf1e87266c4b8681
42,00042_2_bird.png,2,bird,data_batch_1,42,a41a3fedf5c8e1ce41de6ba8ee3c183b
43,00043_7_horse.png,7,horse,data_batch_1,43,e1a7ca777070eb9f95375beca33765fd
44,00044_1_automobile.png,1,automobile,data_batch_1,44,6f635b649749e18d3e93fe7a00d377f2
45,00045_1_automobile.png,1,automobile,data_batch_1,45,10af7e46a9b6832de508ca4befa9097b
46,00046_1_automobile.png,1,automobile,data_batch_1,46,045c7a0268070b3b2a5ee220cb1a1d35
47,00047_2_bird.png,2,bird,data_batch_1,47,616d1edf8afcd3983cbd71ecb277af19
48,00048_2_bird.png,2,bird,data_batch_1,48,e219aeeb0b10fac6e7b842612a894040
49,00049_0_airplane.png,0,airplane,data_batch_1,49,33e50568c33806b1faa71303326d5728
50,00050_9_truck.png,9,truck,data_batch_1,50,e80cc0c58f340d8bb9fd4f39b6e976a3
51,00051_5_dog.png,5,dog,data_batch_1,51,2ffe3c83a3b8767bf08d56f8d3c1104c
52,00052_7_horse.png,7,horse,data_batch_1,52,c45a20e75c5073b4f13eceab5c595605
53,00053_9_truck.png,9,truck,data_batch_1,53,472b602015740ad66b1ffbbecd962a5b
54,00054_2_bird.png,2,bird,data_batch_1,54,b47aa4fbec091fa1bd571b2048d0dd2f
55,00055_2_bird.png,2,bird,data_batch_1,55,957fcf1c18389ae73a934ae60787c9c9
56,00056_5_dog.png,5,dog,data_batch_1,56,945f90c3bfdfca16485198ecd856e103
57,00057_2_bird.png,2,bird,data_batch_1,57,185852f85c6cd9c6bb16b2fbf615703d
58,00058_4_deer.png,4,deer,data_batch_1,58,e2c9f1397c4e2663ec84d1bfe347c652
59,00059_3_cat.png,3,cat,data_batch_1,59,d5417665985a90266a035e21ca4d9761
60,00060_1_automobile.png,1,automobile,data_batch_1,60,7855721b2bb9c10538d104d350cbd9d8
61,00061_1_automobile.png,1,automobile,data_batch_1,61,21579ab061db59a8bb91c56942f18134
62,00062_8_ship.png,8,ship,data_batch_1,62,b15cc8f5ec80605bf37dd71f7da9a854
63,00063_2_bird.png,2,bird,data_batch_1,63,63d633863fbf1e5526db90eab0b4c5e5
64,00064_1_automobile.png,1,automobile,data_batch_1,64,43f0fd2e27afb6b9af55edae61a5f9d4
65,00065_1_automobile.png,1,automobile,data_batch_1,65,de4260c0ae6b908d945e2783b34647c4
66,00066_4_deer.png,4,deer,data_batch_1,66,9d68ce92c242715eb803c391bdb0d7cb
67,00067_9_truck.png,9,truck,data_batch_1,67,c7709408c2dd4b40e3f1c17560b5c3bc
68,00068_7_horse.png,7,horse,data_batch_1,68,610ab20d11bc45e2e5a0c70af192829c
69,00069_8_ship.png,8,ship,data_batch_1,69,e6ffe446409e7ce591ac9eea17f200b6
70,00070_5_dog.png,5,dog,data_batch_1,70,e385ba3ac7ec02d10d8ae46c26379f70
71,00071_9_truck.png,9,truck,data_batch_1,71,4e11758f233e441d7fec217b46d2bbee
72,00072_6_frog.png,6,frog,data_batch_1,72,fbd24135116e9e8453acfbd5943e5b1c
73,00073_7_horse.png,7,horse,data_batch_1,73,632a7b712368424402d03198ac5a8f29
74,00074_3_cat.png,3,cat,data_batch_1,74,7d806871ec76cfeff0efcfef754b842e
75,00075_1_automobile.png,1,automobile,data_batch_1,75,eab18cf8dce87cfe46a4f3756fa97551
76,00076_9_truck.png,9,truck,data_batch_1,76,d4813188aa574097a53d3478ace49450
77,00077_0_airplane.png,0,airplane,data_batch_1,77,93eaae9de896b9c7e44e260d70be6000
78,00078_3_cat.png,3,cat,data_batch_1,78,497de2bad03e80a1e236d19e713b5167
79,00079_1_automobile.png,1,automobile,data_batch_1,79,286435f4a63ed4c45c3d4a6809c94732
80,00080_3_cat.png,3,cat,data_batch_1,80,8a28cccb671c38471a62cb3d19679437
81,00081_5_dog.png,5,dog,data_batch_1,81,13502e316b2c265be59f92377af86348
82,00082_4_deer.png,4,deer,data_batch_1,82,073c153cdd45070a074b27a3269e77db
83,00083_5_dog.png,5,dog,data_batch_1,83,8f1ad13c3e279bc3a7ef8af0078ab510
84,00084_7_horse.png,7,horse,data_batch_1,84,40e68f9d40b3dfa03e5231bec52d012b
85,00085_7_horse.png,7,horse,data_batch_1,85,e4edc5cfb6003b686313a0facbdd3fbb
86,00086_4_deer.png,4,deer,data_batch_1,86,6a33720d42761a79723fdcaa1f7aa99d
87,00087_7_horse.png,7,horse,data_batch_1,87,ee2b41de408c4b5102e3c1de368b2296
88,00088_9_truck.png,9,truck,data_batch_1,88,5097025db3fd3da5ffc1ba9354e7f919
89,00089_4_deer.png,4,deer,data_batch_1,89,2ba5243569190535331a77f5e9068e62
90,00090_2_bird.png,2,bird,data_batch_1,90,93dc45e29e777153e067d4744b6df034
91,00091_3_cat.png,3,cat,data_batch_1,91,a4ea8e5a84de69d1866d64aae1d714a4
92,00092_8_ship.png,8,ship,data_batch_1,92,3ddc133262b34db11600a55d8c58a2af
93,00093_0_airplane.png,0,airplane,data_batch_1,93,70e3f6c715682a26b1fd061b45ef38d3
94,00094_1_automobile.png,1,automobile,data_batch_1,94,7d8b1a0f608fb04ba729d33746933873
95,00095_6_frog.png,6,frog,data_batch_1,95,11285d45068e65ad7a6d7ae0541e832e
96,00096_1_automobile.png,1,automobile,data_batch_1,96,8d2ab0821993db0aad8927568aa9a47c
97,00097_1_automobile.png,1,automobile,data_batch_1,97,ed58828e377d822296a88bd7673a3dac
98,00098_4_deer.png,4,deer,data_batch_1,98,4b8af271c4871dbeb8c063393382043f
99,00099_1_automobile.png,1,automobile,data_batch_1,99,d5e0aee31cc25c6386cd9f518a3a642a
100,00100_8_ship.png,8,ship,data_batch_1,100,a695c2a476df25c5b4dc693ebcb55727
101,00101_3_cat.png,3,cat,data_batch_1,101,72e357c59ec50d092b5befb02e9f3ef6
102,00102_9_truck.png,9,truck,data_batch_1,102,180ae893d3c3eabd68acea933e0faa9d
103,00103_6_frog.png,6,frog,data_batch_1,103,fd22c6cfb931c3ff6eba30dc9aa8e288
104,00104_6_frog.png,6,frog,data_batch_1,104,fbddd367949cc660a8b7b550a3d35cc4
105,00105_1_automobile.png,1,automobile,data_batch_1,105,0533fd6e9a6fad286187d281529fbe6b
106,00106_8_ship.png,8,ship,data_batch_1,106,d74822547d9d454fdce2d03644316d47
107,00107_5_dog.png,5,dog,data_batch_1,107,be1931be382f774cac741e11c1c83b3b
108,00108_2_bird.png,2,bird,data_batch_1,108,dc3378663837f98bfe42ef3032cb300e
109,00109_9_truck.png,9,truck,data_batch_1,109,aea013ac81b2af4feac5aeeb250a07cb
110,00110_9_truck.png,9,truck,data_batch_1,110,058b732a16aa728d53efdd492e53eacd
111,00111_8_ship.png,8,ship,data_batch_1,111,ecd6496e1fcbdd263bb1b6a65188c103
112,00112_1_automobile.png,1,automobile,data_batch_1,112,7856e74a26e53b15774feeeeff314008
113,00113_7_horse.png,7,horse,data_batch_1,113,328260722858f9044039eb1dbdf26e42
114,00114_7_horse.png,7,horse,data_batch_1,114,7e155904fe2a4e6106f4c8848789e01a
115,00115_0_airplane.png,0,airplane,data_batch_1,115,36615087aa0aa5e3b7bffd53e797786f
116,00116_0_airplane.png,0,airplane,data_batch_1,116,c87233ca3c613bb33ab0ee26f25d99fe
117,00117_6_frog.png,6,frog,data_batch_1,117,aca3fc8b8214c174d4613f3f1fe6724e
118,00118_9_truck.png,9,truck,data_batch_1,118,48d2444942c360c6895957958d01330b
119,00119_1_automobile.png,1,automobile,data_batch_1,119,3cdece5165ed72550df19c312105f2a5
120,00120_2_bird.png,2,bird,data_batch_1,120,d01c369e71674b0029661a51a781e476
121,00121_2_bird.png,2,bird,data_batch_1,121,6d2f1a7010214a5f43c5124f63921891
122,00122_9_truck.png,9,truck,data_batch_1,122,a61de0f9758ad77063790f63f04cbdd3
123,00123_2_bird.png,2,bird,data_batch_1,123,6453b475b674bf7484ce58055a914374
124,00124_6_frog.png,6,frog,data_batch_1,124,a618953320a9432e375b59837aad4c1a
125,00125_6_frog.png,6,frog,data_batch_1,125,c146251ef94d7aaec8a6a5d0092685dd
126,00126_1_automobile.png,1,automobile,data_batch_1,126,699f1263a0c9e497b467a4d6cd2325ff
127,00127_9_truck.png,9,truck,data_batch_1,127,4536fa911034d7eae039b08db75fedf1
128,00128_5_dog.png,5,dog,data_batch_1,128,2ceae8be6f4583e0a73449c1c8f820fd
129,00129_0_airplane.png,0,airplane,data_batch_1,129,f4b33405b04f79ebdc2ee0377231cc7c
130,00130_4_deer.png,4,deer,data_batch_1,130,b07176482c4517ad7003582a1664c9b2
131,00131_7_horse.png,7,horse,data_batch_1,131,c8543b92613b3c0fcb5def433f478b3e
132,00132_6_frog.png,6,frog,data_batch_1,132,bc65d12fa710838434cdeea24fc01325
133,00133_7_horse.png,7,horse,data_batch_1,133,04cdba6f6841fdb87e3a1c6792caebf8
134,00134_1_automobile.png,1,automobile,data_batch_1,134,cdf6f2762fc51845cdeaf1ba62206806
135,00135_8_ship.png,8,ship,data_batch_1,135,126ad0714f46d2952ed48ffbfc3cbd4f
136,00136_1_automobile.png,1,automobile,data_batch_1,136,754f42c901ec7f3fe344cdd570c528b9
137,00137_1_automobile.png,1,automobile,data_batch_1,137,3d5afd690a8e6e9b6a364317a594ef5a
138,00138_2_bird.png,2,bird,data_batch_1,138,fe5d14b1f879f912996ea16a07a5316c
139,00139_8_ship.png,8,ship,data_batch_1,139,e468497326e20d1dbb66c417bb1bad39
140,00140_1_automobile.png,1,automobile,data_batch_1,140,58b0b764cab6902a47c22783f2edf3f4
141,00141_3_cat.png,3,cat,data_batch_1,141,a68ec85f873a621c4a0981be657919c4
142,00142_3_cat.png,3,cat,data_batch_1,142,468f152769df0ddd742ba69e85742347
143,00143_6_frog.png,6,frog,data_batch_1,143,4ed4e05ec5a6d72990b3adb84f554c8f
144,00144_2_bird.png,2,bird,data_batch_1,144,dd551189bb71ba9ee3fce0dade689034
145,00145_4_deer.png,4,deer,data_batch_1,145,a97e9eccccae46e847d1fdcf283dfc3f
146,00146_9_truck.png,9,truck,data_batch_1,146,4828e6847512a7e97888d194a573d4fc
147,00147_9_truck.png,9,truck,data_batch_1,147,dfacc4786f22cef87659c5ed8f42ce50
148,00148_5_dog.png,5,dog,data_batch_1,148,adbb5d65174132336542e533fca143fc
149,00149_4_deer.png,4,deer,data_batch_1,149,99eeaddc1f7d44dcc41fda853fd00d62
150,00150_3_cat.png,3,cat,data_batch_1,150,949508d1bdb33d5604f55f204960929a
151,00151_6_frog.png,6,frog,data_batch_1,151,ad80dcbdafca8c1b471355d006e1f9ce
152,00152_7_horse.png,7,horse,data_batch_1,152,bf2393ff69eff56830cf9bce3d55458a
153,00153_4_deer.png,4,deer,data_batch_1,153,eaaa52bc8276c49c8fdfefe4f94b3df9
154,00154_6_frog.png,6,frog,data_batch_1,154,be14d51df85aba1573bbb395c82cb996
155,00155_8_ship.png,8,ship,data_batch_1,155,275d03004d23607f805ea628c5bbe5d7
156,00156_5_dog.png,5,dog,data_batch_1,156,a6fecd0c3823a619c2dfd6f591ae49db
157,00157_5_dog.png,5,dog,data_batch_1,157,b9e31ac89c8f8ea0daea87980908d940
158,00158_4_deer.png,4,deer,data_batch_1,158,dff2aae4844b99575eea1df64391b8f5
159,00159_3_cat.png,3,cat,data_batch_1,159,50f7724d53c15c4d201c7bb3886bf660
160,00160_1_automobile.png,1,automobile,data_batch_1,160,7a674d1e73e874aa131ff8215adc8f4d
161,00161_8_ship.png,8,ship,data_batch_1,161,5b7410ad34823440f6d58390d1c52d86
162,00162_4_deer.png,4,deer,data_batch_1,162,2bc6c9428e160d73c5244e7ab6da54c2
163,00163_7_horse.png,7,horse,data_batch_1,163,3b4a583484292a4ad1acd6b5d4b5febd
164,00164_6_frog.png,6,frog,data_batch_1,164,04712d9dcd5fda4c5e0a3bd956051444
165,00165_0_airplane.png,0,airplane,data_batch_1,165,ec80c7fe51ac3650792b89469d2275ef
166,00166_9_truck.png,9,truck,data_batch_1,166,51c38c3e1aafdee4e0fe08887aa90d8f
167,00167_5_dog.png,5,dog,data_batch_1,167,313af7d2e7cdeceea39686a76ab7c7ca
168,00168_1_automobile.png,1,automobile,data_batch_1,168,cc3b9deddd285ae2008dc7e942650e52
169,00169_3_cat.png,3,cat,data_batch_1,169,a6bee541d525911c104f22d1ac847b50
170,00170_8_ship.png,8,ship,data_batch_1,170,671f03b0e02a8383e46d061c08dfc79b
171,00171_2_bird.png,2,bird,data_batch_1,171,e590ade039ce93b5eb13b0cbbea20d35
172,00172_7_horse.png,7,horse,data_batch_1,172,5ee3540710960729e8dfc747f523f03f
173,00173_5_dog.png,5,dog,data_batch_1,173,f51e144cd4da17c0cf31f00ae7b2f176
174,00174_3_cat.png,3,cat,data_batch_1,174,8bd1070c844ee3e8eb308561ec48641e
175,00175_4_deer.png,4,deer,data_batch_1,175,cf19b41371323dffe950485e5d76bbb8
176,00176_1_automobile.png,1,automobile,data_batch_1,176,e4544b1075403c5ad40f11708aae057d
177,00177_5_dog.png,5,dog,data_batch_1,177,a60d5ecac0ec1e3b35dc85c5a4022230
178,00178_7_horse.png,7,horse,data_batch_1,178,be584dd5e5211c62c06d84e9ac18bef7
179,00179_0_airplane.png,0,airplane,data_batch_1,179,43514f9cba9b22f8a72998472945a754
180,00180_4_deer.png,4,deer,data_batch_1,180,c4577b6c54e766d6ecbc88d72c287b85
181,00181_7_horse.png,7,horse,data_batch_1,181,0086a1c434ee43f674ed858249b294f8
182,00182_5_dog.png,5,dog,data_batch_1,182,6e2bb7d12c3bc29b16566f44f47c767c
183,00183_5_dog.png,5,dog,data_batch_1,183,077fc3e18db7f712441f6f1822214eef
184,00184_1_automobile.png,1,automobile,data_batch_1,184,52f003548316462ddbc409e0a82484a9
185,00185_0_airplane.png,0,airplane,data_batch_1,185,88bf2be39968c5183a4a8b6ceab6d82d
186,00186_9_truck.png,9,truck,data_batch_1,186,be0ca13f0fa9d133d729cdf2f73184cc
187,00187_6_frog.png,6,frog,data_batch_1,187,3fd16cc8a011bf84a4d01f50e4c7d2a4
188,00188_9_truck.png,9,truck,data_batch_1,188,7bf096960bf0d2c9c81861d1c23f6422
189,00189_0_airplane.png,0,airplane,data_batch_1,189,ef0488936d022ba8875186a66beeccdd
190,00190_8_ship.png,8,ship,data_batch_1,190,19a01b7c763d49ee4f527bcd2e02e510
191,00191_7_horse.png,7,horse,data_batch_1,191,049756e5ab116673654e954bd7bb89ab
192,00192_8_ship.png,8,ship,data_batch_1,192,25f7f863df2011605e9087e9c734dd22
193,00193_8_ship.png,8,ship,data_batch_1,193,01dc074a574e285673731a9f31141c9b
194,00194_2_bird.png,2,bird,data_batch_1,194,b72a0f23f318ab9814daa9a0535a3989
195,00195_5_dog.png,5,dog,data_batch_1,195,adb7a97b9fccd5188ab3370b0ea1e0c6
196,00196_2_bird.png,2,bird,data_batch_1,196,26647a802cb311adfb254cca3be2976e
197,00197_3_cat.png,3,cat,data_batch_1,197,37d90b00aac31b379e07389c2ccc5bd3
198,00198_5_dog.png,5,dog,data_batch_1,198,e35b642f826bb4b87ff489876121e5e4
199,00199_0_airplane.png,0,airplane,data_batch_1,199,fc0a12abb7ac6a26247389d7b1a2343a
200,00200_6_frog.png,6,frog,data_batch_1,200,f23e74b5e6c67617f7260f2a3e575b7f
201,00201_1_automobile.png,1,automobile,data_batch_1,201,68309465b055d5273a86114b8ec43746
202,00202_9_truck.png,9,truck,data_batch_1,202,5dcd57452846113cbd38480cacac35c1
203,00203_3_cat.png,3,cat,data_batch_1,203,95797aa33c8b3c0ada1cf65be79945de
204,00204_6_frog.png,6,frog,data_batch_1,204,6fe8c29c6ec638febeaa6c6537ae8b2f
205,00205_9_truck.png,9,truck,data_batch_1,205,3685957190455b6976083400abdfc6db
206,00206_1_automobile.png,1,automobile,data_batch_1,206,ac3a2f081ebe292d7315f5b0aad27724
207,00207_3_cat.png,3,cat,data_batch_1,207,574c94f3a209aafa707ea203def78293
208,00208_9_truck.png,9,truck,data_batch_1,208,b1f41b68e8642a14431782782552e2d0
209,00209_6_frog.png,6,frog,data_batch_1,209,d816fc4fca3cc58641906b32098be241
210,00210_6_frog.png,6,frog,data_batch_1,210,9542e69b86494f892a00da25714cde5d
211,00211_7_horse.png,7,horse,data_batch_1,211,9395308a73a1df2e86b35a995aa90b2e
212,00212_1_automobile.png,1,automobile,data_batch_1,212,79e7e5d5ad979484ba0ee39f7d8a11c8
213,00213_0_airplane.png,0,airplane,data_batch_1,213,fc7cf82692fff3b1012bf27f40ab8834
214,00214_9_truck.png,9,truck,data_batch_1,214,37f96664f61200ca9da981555dfbaddd
215,00215_5_dog.png,5,dog,data_batch_1,215,4e5504e903fc0b509801c2056def4cae
216,00216_8_ship.png,8,ship,data_batch_1,216,3e7864bf6f0579d1660fa7695731e713
217,00217_5_dog.png,5,dog,data_batch_1,217,270d9a8be284cd1051a904e491d8488c
218,00218_2_bird.png,2,bird,data_batch_1,218,0dedef2ca13a5e09c1ac6729e779327e
219,00219_9_truck.png,9,truck,data_batch_1,219,3d14e6031b7df2ba5b47c5d63ceeb903
220,00220_0_airplane.png,0,airplane,data_batch_1,220,5d89c3bdec236ead0cae0a243ad32f3f
221,00221_8_ship.png,8,ship,data_batch_1,221,ed1ccd71c06141b58ea15548116d6305
222,00222_8_ship.png,8,ship,data_batch_1,222,8745a698bd4f9e781a123a43cd0e4ace
223,00223_0_airplane.png,0,airplane,data_batch_1,223,abe838d36b27ea0615086bd867412752
224,00224_6_frog.png,6,frog,data_batch_1,224,17ea0de84989a61dca78c15439a28d4d
225,00225_9_truck.png,9,truck,data_batch_1,225,e27b30c292d29312f9f6b963c30b9cfa
226,00226_1_automobile.png,1,automobile,data_batch_1,226,d995606a3a57e258800e878dd9c453d9
227,00227_1_automobile.png,1,automobile,data_batch_1,227,4aae6e61c55443a8fd930db2796586dd
228,00228_6_frog.png,6,frog,data_batch_1,228,7bc0eeb5d05bd3aaedee08bd502355ed
229,00229_3_cat.png,3,cat,data_batch_1,229,7f630c985d0c81cfe205f13d5533ea73
230,00230_7_horse.png,7,horse,data_batch_1,230,8cecf05cb4af0565936a7db886bf4752
231,00231_6_frog.png,6,frog,data_batch_1,231,89b61a9a77b2c3d65ef34a0eaf79a3a0
232,00232_6_frog.png,6,frog,data_batch_1,232,a66a11aee34a25191d96ded43e5bf0ed
233,00233_0_airplane.png,0,airplane,data_batch_1,233,50fb5dd92079e6dbc8f82f47825e8e90
234,00234_6_frog.png,6,frog,data_batch_1,234,2b26721d5c4a78fa6fc53dc5c2227c56
235,00235_6_frog.png,6,frog,data_batch_1,235,4b8011478ea11a7d6f10cf085ffc8df5
236,00236_1_automobile.png,1,automobile,data_batch_1,236,93ff70432f74b4208e095d20fdf83f30
237,00237_7_horse.png,7,horse,data_batch_1,237,e92520d319df1d5cbbe798b35efaf7b3
238,00238_1_automobile.png,1,automobile,data_batch_1,238,8109214b5496a7cbb891f2b29ed3f4fc
239,00239_5_dog.png,5,dog,data_batch_1,239,35a8e29cd8bd9502d7ba9a28095f2e79
240,00240_8_ship.png,8,ship,data_batch_1,240,cd5a9825bd8784aafb4f46b6f9f78299
241,00241_3_cat.png,3,cat,data_batch_1,241,1b9498a645ab65bef6ebc7f1296350ba
242,00242_6_frog.png,6,frog,data_batch_1,242,13e974b2d28f9ea5e4dd2c54b6b91f97
243,00243_6_frog.png,6,frog,data_batch_1,243,e229e9186a9f3a405fb9d6c07a1c74f2
244,00244_8_ship.png,8,ship,data_batch_1,244,f0cc33f6617e8fdd440e143ca241e019
245,00245_6_frog.png,6,frog,data_batch_1,245,6c8a91f66cc80eac0b0d96fe08bfe51b
246,00246_8_ship.png,8,ship,data_batch_1,246,08c066d30854a16feccc8798e936c568
247,00247_4_deer.png,4,deer,data_batch_1,247,c801ebcbae23c54d208218b59c0e0689
248,00248_6_frog.png,6,frog,data_batch_1,248,f2f2f5eb0d27bcf86423130a6d336954
249,00249_6_frog.png,6,frog,data_batch_1,249,c8262330b1343cb15fa8eb15a11e7205
250,00250_1_automobile.png,1,automobile,data_batch_1,250,5917dda827b5c1d3913f12f461422d6c
251,00251_3_cat.png,3,cat,data_batch_1,251,6e6516761ca2754cb960d760d1ff0ef0
252,00252_8_ship.png,8,ship,data_batch_1,252,170275aa1f8b02806635236c1ddf4a34
253,00253_3_cat.png,3,cat,data_batch_1,253,f3072fb5aa97f90dceb1beb1f77c6656
254,00254_4_deer.png,4,deer,data_batch_1,254,47e8ef7a4711433067a4e671fb92d152
255,00255_1_automobile.png,1,automobile,data_batch_1,255,0ce9e823c4254c6a7c68e1701f3dbc72
256,00256_7_horse.png,7,horse,data_batch_1,256,8c289286a6a7754ddd61ecb12f565622
257,00257_1_automobile.png,1,automobile,data_batch_1,257,2c1ab0699fe43ec3eef99727cc8b1ccb
258,00258_3_cat.png,3,cat,data_batch_1,258,a67ff5433ea68adbcc26cdf086d40f41
259,00259_8_ship.png,8,ship,data_batch_1,259,e0c165ef6f58358c19e14f3ffc71c3d7
260,00260_5_dog.png,5,dog,data_batch_1,260,4417a7990b066be4f1f268cfcb362628
261,00261_1_automobile.png,1,automobile,data_batch_1,261,b8fa797f7094e3b38dc4c29b3d95afa7
262,00262_1_automobile.png,1,automobile,data_batch_1,262,bdfc1a174a6d38516fab0df33f89ed30
263,00263_4_deer.png,4,deer,data_batch_1,263,db77c4decc4ad31c196d6658b8659a7a
264,00264_0_airplane.png,0,airplane,data_batch_1,264,dd11db3ab9b42fc2225a368d60279cf8
265,00265_9_truck.png,9,truck,data_batch_1,265,14d9e3b4bcd8f55d02b64d9f5f101cd3
266,00266_3_cat.png,3,cat,data_batch_1,266,dd7801349c73083394ca936c20a41a8c
267,00267_7_horse.png,7,horse,data_batch_1,267,9ab1946be9ce07a1834794d0f181c2d8
268,00268_4_deer.png,4,deer,data_batch_1,268,111765c09974d14440df106473293ba9
269,00269_9_truck.png,9,truck,data_batch_1,269,79e153e46743772f184fcec096eb1c97
270,00270_9_truck.png,9,truck,data_batch_1,270,9aa5c86dceefb6b5accb98e607663563
271,00271_2_bird.png,2,bird,data_batch_1,271,adb3d8eb1e764e9b75ed15629ddb05d3
272,00272_4_deer.png,4,deer,data_batch_1,272,d4cbc706056194613598bee8c69590a9
273,00273_9_truck.png,9,truck,data_batch_1,273,312b74188072df624a806e47f3d22a29
274,00274_9_truck.png,9,truck,data_batch_1,274,f8eee8edc1a7fe253b03a4da7f21561f
275,00275_1_automobile.png,1,automobile,data_batch_1,275,7697b54564a17d071dfeaf5a1a4df3ad
276,00276_0_airplane.png,0,airplane,data_batch_1,276,5f0736378ea3f9c772943ff8282b0a1b
277,00277_5_dog.png,5,dog,data_batch_1,277,3e4b5a72110afdaad9dfb6a8ff6b1069
278,00278_9_truck.png,9,truck,data_batch_1,278,4e46ad202e8df7b532bac79a7900c0d6
279,00279_0_airplane.png,0,airplane,data_batch_1,279,1dc3d2aef6782ebf0ce58829ffeff970
280,00280_8_ship.png,8,ship,data_batch_1,280,f8d74a61a64e8ff0b7a96830cbc9541b
281,00281_2_bird.png,2,bird,data_batch_1,281,b374400dbd742a701509795f63fddf95
282,00282_1_automobile.png,1,automobile,data_batch_1,282,6ce66ac91e22254d2da00932738c6c36
283,00283_2_bird.png,2,bird,data_batch_1,283,b456265c965fc398e29b459e09b59648
284,00284_0_airplane.png,0,airplane,data_batch_1,284,66144bbdd74fd3d051d74b66e671dbd8
285,00285_5_dog.png,5,dog,data_batch_1,285,788d408a2e992ebd04ac28d6615d70d2
286,00286_6_frog.png,6,frog,data_batch_1,286,9d92967f32ec890d9c9e4ae83e62d125
